,Adj Close**,Close,High,Low,Open,Ticker,time
3,48.51,51.96,56.1,51.84,54.44,RAND.AS,20200101
4,39.66,39.66,44.06,37.33,38.66,RAND.AS,20200601
5,30.04,32.17,47.18,27.71,46.79,RAND.AS,20200301
6,37.73,37.73,39.51,32.82,35.43,RAND.AS,20200501
7,49.36,52.86,53.52,49.67,49.77,RAND.AS,20191101
8,46.35,49.64,50.78,42.33,45.31,RAND.AS,20191001
0,13.42,13.42,15.13,13.07,14.0,REINA.AS,20200401
1,17.74,17.74,18.09,15.66,15.66,REINA.AS,20191201
2,18.61,18.61,21.04,18.5,20.0,REINA.AS,20200201
3,20.0,20.0,20.02,17.19,17.74,REINA.AS,20200101
4,14.68,14.68,16.03,13.56,15.03,REINA.AS,20200601
5,14.0,14.0,19.1,12.48,18.61,REINA.AS,20200301
6,14.06,14.06,15.25,14.0,14.3,REINA.AS,20200501
7,17.43,17.43,18.81,15.7,16.75,REINA.AS,20191101
8,16.76,16.76,16.91,15.91,15.96,REINA.AS,20191001
0,20.22,20.69,21.72,18.4,18.83,REN.AS,20200401
1,21.95,22.46,22.66,21.1,21.93,REN.AS,20191201
2,21.18,21.67,25.34,21.41,23.91,REN.AS,20200201
3,23.37,23.92,24.44,22.02,22.46,REN.AS,20200101
4,20.45,20.6,22.05,19.92,21.02,REN.AS,20200601
5,19.14,19.59,22.53,15.38,21.96,REN.AS,20200301
6,20.64,20.79,21.63,20.02,20.4,REN.AS,20200501
7,21.48,21.98,22.19,21.15,21.59,REN.AS,20191101
8,21.07,21.56,21.95,19.82,21.85,REN.AS,20191001
0,0.2905,0.2905,0.33,0.25,0.27,RWI.AS,20200401
1,0.4225,0.4225,0.568,0.415,0.442,RWI.AS,20200201
2,0.43,0.43,0.46,0.4268,0.4268,RWI.AS,20200101
3,0.29,0.29,0.3235,0.269,0.27,RWI.AS,20200601
4,0.26,0.26,0.438,0.24,0.432,RWI.AS,20200301
5,0.258,0.258,0.31,0.2,0.304,RWI.AS,20200501
0,45.94,49.35,54.1,44.6,47.4,RET.BR,20200401
1,78.1,83.9,89.0,80.6,89.0,RET.BR,20191201
2,66.74,71.7,83.9,71.4,82.5,RET.BR,20200201
3,77.07,82.8,86.2,82.3,83.9,RET.BR,20200101
4,55.76,59.9,66.9,56.3,59.4,RET.BR,20200601
5,44.12,47.4,78.6,38.9,71.6,RET.BR,20200301
6,55.01,59.1,59.2,47.1,49.4,RET.BR,20200501
7,82.94,89.1,89.1,84.5,85.8,RET.BR,20191101
8,79.68,85.6,87.2,83.0,86.1,RET.BR,20191001
0,0.162,0.162,0.208,0.15,0.179,ROOD.AS,20200401
1,0.247,0.247,0.249,0.218,0.218,ROOD.AS,20191201
2,0.22,0.22,0.255,0.21,0.237,ROOD.AS,20200201
3,0.235,0.235,0.267,0.222,0.247,ROOD.AS,20200101
4,0.167,0.167,0.185,0.1555,0.18,ROOD.AS,20200601
5,0.183,0.183,0.224,0.1535,0.224,ROOD.AS,20200301
6,0.178,0.178,0.193,0.151,0.162,ROOD.AS,20200501
7,0.215,0.215,0.22,0.209,0.216,ROOD.AS,20191101
8,0.212,0.212,0.228,0.2,0.215,ROOD.AS,20191001
0,15.15,15.48,18.57,14.77,15.57,RDSA.AS,20200401
1,25.16,26.17,26.79,25.3,26.08,RDSA.AS,20191201
2,18.67,19.41,24.32,19.21,23.61,RDSA.AS,20200201
3,22.84,23.75,27.39,23.63,26.17,RDSA.AS,20200101
4,14.23,14.4,17.64,14.23,14.58,RDSA.AS,20200601
5,15.95,16.3,20.59,10.3,20.4,RDSA.AS,20200301
6,13.88,14.18,16.02,13.44,14.9,RDSA.AS,20200501
7,24.62,26.0,27.48,26.0,26.05,RDSA.AS,20191101
8,24.65,26.03,27.16,25.54,27.01,RDSA.AS,20191001
0,14.57,14.9,17.52,14.3,14.69,RDSB.AS,20200401
1,25.47,26.5,27.11,25.44,26.18,RDSB.AS,20191201
2,18.81,19.58,24.58,19.38,24.0,RDSB.AS,20200201
3,23.28,24.23,27.76,24.09,26.5,RDSB.AS,20200101
4,13.34,13.5,16.8,13.4,14.08,RDSB.AS,20200601
5,14.97,15.31,20.74,9.5,20.47,RDSB.AS,20200301
6,13.39,13.7,15.19,12.84,14.28,RDSB.AS,20200501
7,24.78,26.18,27.71,26.12,26.12,RDSB.AS,20191101
8,24.72,26.12,27.47,25.75,27.33,RDSB.AS,20191001
0,23.19,24.21,26.36,21.0,21.98,SGO.PA,20200401
1,34.96,36.5,39.56,35.82,36.81,SGO.PA,20191201
2,30.26,31.6,36.47,31.58,34.23,SGO.PA,20200201
3,32.79,34.24,37.26,34.06,36.5,SGO.PA,20200101
4,30.69,32.05,33.62,28.7,29.5,SGO.PA,20200601
5,21.23,22.17,33.68,16.41,32.44,SGO.PA,20200301
6,27.84,29.07,29.51,22.64,23.61,SGO.PA,20200501
7,35.2,36.75,38.35,36.04,36.68,SGO.PA,20191101
8,34.93,36.47,38.5,33.49,36.2,SGO.PA,20191001
0,10.88,11.56,13.46,9.95,11.78,SBMO.AS,20200401
1,15.62,16.59,16.77,14.81,15.31,SBMO.AS,20191201
2,13.41,14.23,17.44,14.09,15.52,SBMO.AS,20200201
3,14.63,15.53,17.2,15.49,16.59,SBMO.AS,20200101
4,13.02,13.02,14.76,12.4,12.53,SBMO.AS,20200601
5,11.34,12.04,15.38,9.77,14.59,SBMO.AS,20200301
6,12.29,12.29,12.95,10.94,11.25,SBMO.AS,20200501
7,14.4,15.3,16.84,15.24,15.44,SBMO.AS,20191101
8,14.52,15.41,16.29,14.2,15.2,SBMO.AS,20191001
0,9.78,9.78,9.91,8.55,9.4,SIFG.AS,20200401
1,12.5,12.5,12.5,11.24,11.82,SIFG.AS,20191201
2,13.14,13.14,14.62,12.88,13.2,SIFG.AS,20200201
3,13.34,13.34,13.84,11.82,12.5,SIFG.AS,20200101
4,10.3,10.3,11.54,9.66,10.24,SIFG.AS,20200601
5,9.51,9.51,13.88,7.5,13.36,SIFG.AS,20200301
6,10.14,10.14,10.3,8.5,9.4,SIFG.AS,20200501
7,11.7,11.7,13.84,11.16,12.8,SIFG.AS,20191101
8,12.9,12.9,13.72,12.1,13.06,SIFG.AS,20191001
0,18.61,18.61,19.75,14.26,17.25,LIGHT.AS,20200401
1,27.86,27.86,29.14,26.99,27.07,LIGHT.AS,20191201
2,26.8,26.8,33.69,26.18,29.77,LIGHT.AS,20200201
3,30.12,30.12,30.55,27.56,27.86,LIGHT.AS,20200101
4,22.99,22.99,23.02,19.23,19.6,LIGHT.AS,20200601
5,17.69,17.69,27.38,16.37,26.8,LIGHT.AS,20200301
6,19.23,19.23,20.61,15.69,18.1,LIGHT.AS,20200501
7,27.07,27.07,28.04,26.1,26.25,LIGHT.AS,20191101
8,26.24,26.24,27.1,23.51,25.23,LIGHT.AS,20191001
0,14.18,14.18,15.1,12.9,13.54,SLIGR.AS,20200401
1,22.41,24.0,24.25,23.0,23.55,SLIGR.AS,20191201
2,20.54,22.0,25.65,21.8,25.6,SLIGR.AS,20200201
3,24.09,25.8,26.35,24.0,24.0,SLIGR.AS,20200101
4,13.72,13.72,16.9,13.64,15.5,SLIGR.AS,20200601
5,12.66,13.56,22.95,11.62,22.05,SLIGR.AS,20200301
6,15.4,15.4,16.44,12.02,13.8,SLIGR.AS,20200501
7,22.13,23.7,24.25,22.7,22.8,SLIGR.AS,20191101
8,21.29,22.8,25.95,21.6,25.95,SLIGR.AS,20191001
0,13.2,13.2,14.0,11.4,12.1,SNOW.AS,20200401
1,14.3,14.3,14.7,14.1,14.1,SNOW.AS,20191201
2,14.2,14.2,16.8,13.0,16.0,SNOW.AS,20200201
3,16.0,16.0,16.0,14.3,14.3,SNOW.AS,20200101
4,15.9,15.9,16.0,11.2,11.9,SNOW.AS,20200601
5,11.5,11.5,15.8,10.1,15.8,SNOW.AS,20200301
6,12.0,12.0,13.2,11.5,13.2,SNOW.AS,20200501
7,14.1,14.1,14.5,13.8,14.5,SNOW.AS,20191101
8,14.5,14.5,14.5,13.5,13.8,SNOW.AS,20191001
0,8.9,8.9,9.0,7.66,8.0,STRN.AS,20200401
1,14.4,14.4,14.7,12.05,12.35,STRN.AS,20191201
2,16.2,16.2,17.9,14.35,15.15,STRN.AS,20200201
3,15.0,15.0,15.5,13.65,14.4,STRN.AS,20200101
4,9.5,9.5,10.45,9.34,9.6,STRN.AS,20200601
5,8.0,8.0,16.1,7.6,16.0,STRN.AS,20200301
6,9.5,9.5,10.5,8.22,8.7,STRN.AS,20200501
7,12.3,12.3,13.25,12.25,13.0,STRN.AS,20191101
8,13.0,13.0,14.85,12.75,14.65,STRN.AS,20191001
0,8.85,9.05,9.4,7.3,7.32,TFG.AS,20200401
1,11.98,12.25,12.5,12.15,12.45,TFG.AS,20191201
2,24.22,24.76,24.76,11.6,12.2,TFG.AS,20200201
3,11.93,12.2,12.25,11.7,12.25,TFG.AS,20200101
4,8.66,8.76,10.0,8.42,9.0,TFG.AS,20200601
5,7.22,7.38,11.6,6.42,11.6,TFG.AS,20200301
6,8.67,8.86,9.26,7.88,9.26,TFG.AS,20200501
7,23.12,23.63,23.63,12.25,12.35,TFG.AS,20191101
8,12.03,12.3,12.5,12.25,12.4,TFG.AS,20191001
0,0.0945,0.0945,0.0985,0.06,0.066,TBIRD.AS,20200401
1,0.095,0.095,0.099,0.0655,0.0655,TBIRD.AS,20191201
2,0.108,0.108,0.114,0.08,0.114,TBIRD.AS,20200201
3,0.11,0.11,0.12,0.081,0.095,TBIRD.AS,20200101
4,0.0785,0.0785,0.0915,0.062,0.0915,TBIRD.AS,20200601
5,0.06,0.06,0.108,0.0485,0.108,TBIRD.AS,20200301
6,0.0935,0.0935,0.0945,0.0835,0.0945,TBIRD.AS,20200501
7,0.076,0.076,0.106,0.076,0.103,TBIRD.AS,20191101
8,0.103,0.103,0.107,0.092,0.106,TBIRD.AS,20191001
0,6.8,6.8,7.0,6.5,7.0,TIE.AS,20200401
1,8.35,8.35,8.9,8.2,8.85,TIE.AS,20191201
2,7.65,7.65,8.25,6.6,6.65,TIE.AS,20200201
3,7.0,7.0,8.35,6.6,8.35,TIE.AS,20200101
4,10.2,10.2,10.3,7.7,7.9,TIE.AS,20200601
5,7.2,7.2,8.4,6.55,7.6,TIE.AS,20200301
6,7.95,7.95,8.5,6.7,6.75,TIE.AS,20200501
7,8.85,8.85,9.0,8.05,8.95,TIE.AS,20191101
8,8.7,8.7,8.9,8.2,8.8,TIE.AS,20191001
0,30.64,32.1,33.68,24.26,24.84,TWEKA.AS,20200401
1,47.63,49.9,50.75,45.1,47.1,TWEKA.AS,20191201
2,39.1,40.96,49.94,39.64,47.8,TWEKA.AS,20200201
3,45.67,47.84,51.7,47.84,49.9,TWEKA.AS,20200101
4,35.08,35.08,37.92,31.02,31.76,TWEKA.AS,20200601
5,24.23,25.38,42.1,23.2,40.92,TWEKA.AS,20200301
6,30.3,31.74,33.44,26.64,31.3,TWEKA.AS,20200501
7,44.9,47.04,49.32,45.18,45.82,TWEKA.AS,20191101
8,43.78,45.86,48.42,43.12,45.84,TWEKA.AS,20191001
0,7.2,7.2,8.24,6.88,6.96,TOM2.AS,20200401
1,9.42,9.42,9.62,9.16,9.6,TOM2.AS,20191201
2,9.13,9.13,10.8,8.76,9.8,TOM2.AS,20200201
3,9.82,9.82,10.49,9.16,9.42,TOM2.AS,20200101
4,7.04,7.04,8.22,6.93,7.63,TOM2.AS,20200601
5,7.12,7.12,9.39,5.95,9.21,TOM2.AS,20200301
6,7.63,7.63,7.7,6.45,6.99,TOM2.AS,20200501
7,9.53,9.53,10.4,9.38,10.2,TOM2.AS,20191101
8,10.13,10.13,10.78,9.61,10.35,TOM2.AS,20191001
0,47.94,53.72,66.96,45.22,50.5,URW.AS,20200401
1,115.02,140.65,143.15,136.75,141.9,URW.AS,20191201
2,89.14,109.0,129.8,104.9,122.6,URW.AS,20200201
3,100.26,122.6,142.05,121.8,140.65,URW.AS,20200101
4,44.77,50.16,76.2,48.22,50.16,URW.AS,20200601
5,42.16,51.56,109.95,47.04,109.95,URW.AS,20200301
6,42.57,47.7,53.48,40.64,52.0,URW.AS,20200501
7,116.04,141.9,145.2,137.8,139.35,URW.AS,20191101
8,113.38,138.65,143.3,126.4,134.0,URW.AS,20191001
0,44.8,45.58,47.89,42.79,43.58,UNA.AS,20200401
1,49.98,51.23,55.19,50.74,54.14,UNA.AS,20191201
2,46.45,47.62,55.39,47.01,52.96,UNA.AS,20200201
3,51.41,52.7,53.5,49.5,51.23,UNA.AS,20200101
4,46.87,47.25,50.6,45.76,46.65,UNA.AS,20200601
5,44.04,44.81,51.05,38.42,48.08,UNA.AS,20200301
6,45.7,46.49,46.64,43.35,44.61,UNA.AS,20200501
7,52.49,53.8,54.73,52.15,53.29,UNA.AS,20191101
8,51.26,52.95,55.7,51.89,55.43,UNA.AS,20191001
0,12.54,14.0,14.4,10.84,11.4,VLK.AS,20200401
1,16.76,20.05,22.55,20.0,21.5,VLK.AS,20191201
2,16.55,18.48,20.4,17.92,19.16,VLK.AS,20200201
3,17.16,19.16,20.4,19.1,20.05,VLK.AS,20200101
4,11.57,12.92,16.32,12.52,13.9,VLK.AS,20200601
5,10.03,11.2,19.68,9.23,18.6,VLK.AS,20200301
6,12.41,13.86,14.4,12.0,13.66,VLK.AS,20200501
7,17.97,21.5,22.1,20.7,20.8,VLK.AS,20191101
8,17.26,20.65,20.85,18.68,20.2,VLK.AS,20191001
0,4.23,4.36,4.5,3.7,3.71,VALUE.AS,20200401
1,5.41,5.58,5.64,5.5,5.6,VALUE.AS,20191201
2,4.85,5.0,5.52,4.9,5.5,VALUE.AS,20200201
3,5.33,5.5,5.7,5.46,5.58,VALUE.AS,20200101
4,4.55,4.69,4.98,4.46,4.73,VALUE.AS,20200601
5,3.65,3.76,5.38,3.32,5.0,VALUE.AS,20200301
6,4.59,4.73,4.9,4.25,4.34,VALUE.AS,20200501
7,5.43,5.6,5.76,5.44,5.48,VALUE.AS,20191101
8,5.27,5.44,5.6,5.4,5.6,VALUE.AS,20191001
0,25.78,27.6,27.6,25.0,25.0,PREVA.AS,20200401
1,27.08,29.0,29.8,27.2,27.2,PREVA.AS,20191201
2,25.22,27.0,28.6,27.0,28.6,PREVA.AS,20200201
3,26.71,28.6,29.0,28.6,29.0,PREVA.AS,20200101
4,5.74,6.15,29.0,6.1,29.0,PREVA.AS,20200601
5,23.35,25.0,27.0,25.0,27.0,PREVA.AS,20200301
6,27.08,29.0,29.0,27.0,27.0,PREVA.AS,20200501
7,25.4,27.2,29.6,27.2,29.2,PREVA.AS,20191101
8,25.4,27.2,27.2,27.0,27.0,PREVA.AS,20191001
0,14.5,16.76,17.62,13.88,15.0,VASTN.AS,20200401
1,23.09,26.7,27.75,25.55,27.6,VASTN.AS,20191201
2,19.76,22.85,28.05,22.85,24.3,VASTN.AS,20200201
3,21.02,24.3,27.25,24.05,26.7,VASTN.AS,20200101
4,18.17,19.0,22.75,17.94,18.34,VASTN.AS,20200601
5,13.23,15.3,25.4,14.3,23.0,VASTN.AS,20200301
6,17.18,17.96,18.72,15.26,16.5,VASTN.AS,20200501
7,23.87,27.6,30.15,26.85,27.25,VASTN.AS,20191101
8,23.27,26.9,28.8,26.1,27.5,VASTN.AS,20191001
0,1.566,1.566,1.7,1.33,1.35,VEON.AS,20200401
1,2.0228,2.18,2.4,2.15,2.4,VEON.AS,20191201
2,1.7212,1.855,2.56,1.835,2.35,VEON.AS,20200201
3,2.1341,2.3,2.48,2.18,2.18,VEON.AS,20200101
4,1.518,1.518,1.598,1.36,1.4,VEON.AS,20200601
5,1.335,1.335,1.92,1.13,1.87,VEON.AS,20200301
6,1.386,1.386,1.558,1.36,1.558,VEON.AS,20200501
7,2.162,2.33,2.44,2.06,2.13,VEON.AS,20191101
8,1.9578,2.11,2.27,2.0,2.15,VEON.AS,20191001
0,4.1,4.1,4.64,3.65,3.8,VVY.AS,20200401
1,5.44,5.44,5.44,5.01,5.12,VVY.AS,20191201
2,4.59,4.59,6.82,4.5,6.1,VVY.AS,20200201
3,6.15,6.15,8.5,5.02,5.44,VVY.AS,20200101
4,3.94,3.94,4.25,3.76,3.92,VVY.AS,20200601
5,3.8,3.8,5.7,3.15,4.75,VVY.AS,20200301
6,3.98,3.98,4.3,3.63,4.0,VVY.AS,20200501
7,5.12,5.12,5.95,4.9,5.14,VVY.AS,20191101
8,5.15,5.15,6.52,5.1,5.82,VVY.AS,20191001
0,3.4877,3.92,4.08,3.2,3.75,VTA.AS,20200401
1,5.8187,6.54,6.68,5.94,6.32,VTA.AS,20191201
2,6.6907,7.52,7.52,6.0,6.58,VTA.AS,20200201
3,5.8365,6.56,6.68,6.44,6.54,VTA.AS,20200101
4,4.3292,4.55,4.81,4.45,4.59,VTA.AS,20200601
5,4.502,5.06,6.38,3.52,6.28,VTA.AS,20200301
6,4.2702,4.59,4.63,3.51,3.92,VTA.AS,20200501
7,6.6907,7.52,7.52,6.24,6.52,VTA.AS,20191101
8,5.9611,6.7,6.74,6.48,6.72,VTA.AS,20191001
0,51.47,52.62,54.24,43.59,46.43,VPK.AS,20200401
1,47.27,48.33,49.27,47.33,48.39,VPK.AS,20191201
2,42.21,43.15,52.5,42.45,48.45,VPK.AS,20200201
3,47.32,48.38,50.38,47.37,48.33,VPK.AS,20200101
4,47.08,47.08,51.6,46.56,49.56,VPK.AS,20200601
5,46.38,47.42,49.06,40.27,43.55,VPK.AS,20200301
6,49.31,49.31,52.38,46.9,51.54,VPK.AS,20200501
7,47.33,48.39,51.96,47.07,49.38,VPK.AS,20191101
8,48.12,49.19,49.65,46.16,47.1,VPK.AS,20191001
0,24.26,25.0,26.83,22.51,25.5,WDP.BR,20200401
1,22.49,23.17,23.46,21.63,23.0,WDP.BR,20191201
2,23.48,24.2,29.14,24.2,25.78,WDP.BR,20200201
3,25.03,25.79,25.83,23.03,23.17,WDP.BR,20200101
4,24.3,24.3,25.43,23.3,24.05,WDP.BR,20200601
5,25.4,26.17,26.99,16.0,24.3,WDP.BR,20200301
6,23.0,23.7,24.55,22.61,24.2,WDP.BR,20200501
7,22.26,22.94,24.11,22.94,23.74,WDP.BR,20191101
8,23.04,23.74,24.34,22.69,24.14,WDP.BR,20191001
0,7.3,8.0,8.58,6.0,6.56,WHA.AS,20200401
1,17.73,20.12,22.16,19.67,21.8,WHA.AS,20191201
2,13.19,14.45,17.66,13.86,16.6,WHA.AS,20200201
3,14.63,16.6,20.66,16.6,20.12,WHA.AS,20200101
4,8.18,8.18,11.97,7.73,7.77,WHA.AS,20200601
5,6.09,6.67,15.12,6.51,14.58,WHA.AS,20200301
6,7.61,7.61,8.34,6.12,7.79,WHA.AS,20200501
7,19.12,21.7,21.84,20.52,21.2,WHA.AS,20191101
8,18.15,21.2,22.42,19.31,20.4,WHA.AS,20191001
0,66.34,67.12,69.04,59.2,62.4,WKL.AS,20200401
1,64.26,65.02,66.64,63.04,65.2,WKL.AS,20191201
2,65.55,66.32,70.96,64.88,68.0,WKL.AS,20200201
3,67.13,67.92,69.78,64.06,65.02,WKL.AS,20200101
4,69.52,69.52,72.2,65.0,72.0,WKL.AS,20200601
5,63.43,64.18,70.72,52.04,67.32,WKL.AS,20200301
6,71.68,71.68,71.68,63.6,65.62,WKL.AS,20200501
7,64.4,65.16,66.02,62.92,65.5,WKL.AS,20191101
8,65.25,66.02,67.72,62.18,67.3,WKL.AS,20191001
0,4.0,4.0,4.2,4.0,4.1,YATRA.AS,20200401
1,3.8,3.8,4.43,3.8,3.8,YATRA.AS,20191201
2,4.18,4.18,4.18,4.0,4.0,YATRA.AS,20200201
3,4.0,4.0,4.16,3.8,3.8,YATRA.AS,20200101
4,4.0,4.0,4.0,4.0,4.0,YATRA.AS,20200601
5,0.0,0.0,0.0,0.0,0.0,YATRA.AS,20200301
6,4.0,4.0,4.0,4.0,4.0,YATRA.AS,20200501
7,4.43,4.43,4.43,4.02,4.02,YATRA.AS,20191101
8,3.8,3.8,4.16,3.8,3.8,YATRA.AS,20191001
